Organism; Proteom volume; Div Time 
Melanoplus sanguinipes entomopoxvirus;5;797
Macrobrachium rosenbergii;9;797
Macrocallista nimbosa;1;797
Doryteuthis opalescens;1;797
Aplysia parvula;2;797
Haliotis walallensis;1;797
Myzus persicae;2;797
Heliocheilus albipunctella;1;797
Haliotis corrugata;1;797
Haliotis cracherodii;1;797
Haliotis fulgens;1;797
Haliotis sorenseni;1;797
Ensis minor;3;797
Hediste japonica;3;797
Pacifastacus leniusculus;4;797
Loa loa;2;797
Onchocerca dukei;1;797
Onchocerca gutturosa;1;797
Alitta virens;2;797
Sepia officinalis;17;797
Onchocerca ochengi;1;797
Panulirus interruptus;4;797
Euphausia superba;1;797
Microplitis croceipes;1;797
Nasonia vitripennis;6;797
White spot syndrome virus;3;797
Vespula pensylvanica;1;797
Amblyomma variegatum;1;797
Rhesus papillomavirus type 1;8;797
Simulium iridescent virus;2;797
Vespula flavopilosa;1;797
Vespula germanica;2;797
Vespula vidua;1;797
Choristoneura fumiferana defective polyhedrosis virus;2;797
Mamestra brassicae nuclear polyhedrosis virus;2;797
Agelenopsis aperta;18;797
Lycosa singoriensis;222;797
Macrothele gigas;17;797
Haplopelma hainanum;292;797
Cupiennius salei;63;797
Dinoponera australis;5;797
Scolopendra subspinipes dehaani;1;797
Dinoponera quadriceps;7;797
Latrodectus geometricus;2;797
Latrodectus tredecimguttatus;6;797
Latrodectus hesperus;4;797
Acanthoscurria paulensis;1;797
Androctonus crassicauda;24;797
Diguetia canities;3;797
Mesobuthus eupeus;37;797
Hadronyche infensa;15;797
Brachypelma smithi;4;797
Apomastus schlingeri;6;797
Brachypelma ruhnaui;3;797
Pyemotes tritici;2;797
Macrothele raveni;3;797
Plectreurys tristis;10;797
Drosophila santomea;1;797
Eledone moschata;1;797
Aphelenchus avenae;3;797
Missulena bradleyi;2;797
Perna viridis;4;797
Lepisma saccharina;1;797
Mimachlamys nobilis;1;797
Oxyopes takobius;11;797
Oxyopes lineatus;2;797
Astacus leptodactylus;5;797
Hadronyche formidabilis;2;797
Hadronyche modesta;5;797
Culex tarsalis;1;797
Anopheles merus;1;797
Junonia coenia;2;797
Tityus obscurus;33;797
Centruroides sculpturatus;18;797
Perinereis vancaurica tetradentata;1;797
Enteroctopus dofleini;11;797
Centruroides exilicauda;17;797
Centruroides infamatus infamatus;1;797
Centruroides suffusus suffusus;8;797
Hottentotta tamulus sindicus;10;797
Tityus bahiensis;7;797
Tityus pachyurus;13;797
Tityus trivittatus;7;797
Tityus zulianus;2;797
Androctonus amoreuxi;7;797
Androctonus mauritanicus mauritanicus;10;797
Tribolium confusum;1;797
Hottentotta judaicus;9;797
Nautilus macromphalus;39;797
Lychas mucronatus;89;797
Ostrinia furnacalis;2;797
Chymomyza amoena;1;797
Palinurus vulgaris;2;797
Nephila clavipes;7;797
Drosophila tolteca;2;797
Drosophila busckii;1;797
Diadromus pulchellus idnoreovirus 1;7;797
Hediste diversicolor;4;797
Centruroides noxius;23;797
Tityus fasciolatus;3;797
Centruroides gracilis;4;797
Buthus occitanus mardochei;8;797
Centruroides elegans;12;797
Riftia pachyptila sulfur-oxidizing endosymbiont;1;797
Centruroides vittatus;1;797
Hadrurus gertschi;12;797
Scorpio palmatus;2;797
Urodacus yaschenkoi;13;797
Eriocheir sinensis;2;797
Sthenoteuthis oualaniensis;1;797
Penaeus sp.;2;797
Gryllotalpa orientalis;1;797
Glossina palpalis palpalis;1;797
Eledone cirrhosa;2;797
Geolycosa sp. (strain A267TDLS2-KZARNA);9;797
Hadronyche venenata;2;797
Atrax sp. (strain Illawarra);2;797
Atrax robustus;8;797
White spot syndrome virus (isolate Shrimp/China/Tongan/1996);3;797
Panulirus stimpsoni;1;797
Lophiotoma albina;2;797
Lophiotoma olangoensis;19;797
Aphonopelma sp.;11;797
Nephila clavata;1;797
Buthus sp. (strain IY-2001);1;797
Steatoda grossa;3;797
Gemmula lisajoni;1;797
Gemmula speciosa;16;797
Kukulcania hibernalis;1;797
Conus ermineus;8;797
Apis mellifera scutellata;1;797
Gemmula sogodensis;2;797
Lophiotoma acuta;1;797
Conus delessertii;4;797
Gemmula periscelida;1;797
Grammostola porteri;1;797
Acanthoscurria natalensis;1;797
Pelinobius muticus;1;797
Euschistus servus;7;797
Chironomus kiiensis;1;797
Turbo cornutus;2;797
Polistes lanio;2;797
Trichinella pseudospiralis;3;797
Balanus nubilus;2;797
Haliotis diversicolor;2;797
Polypedilum vanderplanki;1;797
Dolichovespula arenaria;1;797
Polistes exclamans;1;797
Polistes fuscatus;1;797
Polybia scutellaris rioplatensis;1;797
Vespula squamosa;2;797
Spodoptera exigua nuclear polyhedrosis virus (strain US);4;797
Adelaide River virus;6;797
Rachiplusia ou multiple nucleopolyhedrovirus (strain R1);3;797
Tegula pfeifferi;1;797
Heliothis armigera granulosis virus;1;797
Trichoplusia ni granulosis virus;2;797
Microctonus hyperodae;1;797
Heterodera schachtii;1;797
Vespa bicolor;1;797
Bombyx mori densovirus;3;797
Polistes major;3;797
Scolopendra viridicornis nigra;12;797
Scolopendra angulata;11;797
Xestia c-nigrum granulosis virus;3;797
Aedes togoi;1;797
Anopheles funestus;1;797
Blaberus discoidalis;4;797
Pinctada martensii;1;797
Cotesia kariyai;1;797
Loligo forbesi;5;797
Eumenes rubronotatus;1;797
Myrmecia gulosa;2;797
Mytilus coruscus;1;797
Galleria mellonella nuclear polyhedrosis virus;2;797
Litomosoides sigmodontis;1;797
Panulirus versicolor;1;797
Conus episcopatus;3;797
Cydia pomonella granulosis virus (isolate Mexico/1963);4;797
Anadara inaequivalvis;3;797
Glycera dibranchiata;6;797
Chironomus thummi thummi;29;797
Nassarius mutabilis;1;797
Nerita albicilla;1;797
Chironomus thummi piger;9;797
Anadara trapezia;4;797
Calyptogena soyoae;2;797
Liolophura japonica;2;797
Drosophila kanekoi;1;797
Lingula reevii;2;797
Sipunculus nudus;5;797
Themiste hennahi;2;797
Poecilobdella manillensis;4;797
Oligobrachia mashikoi;4;797
Ips pini;1;797
Glossina austeni;1;797
Amphibalanus amphitrite;2;797
Conus floridulus;4;797
Helobdella triserialis;3;797
Tigriopus californicus;6;797
Rhipicephalus appendiculatus;4;797
Megathura crenulata;3;797
Maja squinado;7;797
Concholepas concholepas;2;797
Scutigera coleoptrata;5;797
Lingula unguis;2;797
Phascolopsis gouldii;3;797
Helobdella robusta;1;797
Haplopelma lividum;2;797
Drosophila soonae;1;797
Drosophila tanythrix;1;797
Vaejovis mexicanus smithi;4;797
Mesobuthus gibbosus;8;797
Heterometrus petersii;15;797
Lycosa erythrognatha;3;797
Opisthacanthus madagascariensis;5;797
Latrodectus mactans;1;797
Microplitis ocellatae;2;797
Steinernema carpocapsae;1;797
Megoura viciae;3;797
Pandinus cavimanus;2;797
Teladorsagia circumcincta;1;797
Cardisoma carnifex;1;797
Conus aulicus;6;797
Drosophila americana;1;797
Drosophila ezoana;1;797
Glossina fuscipes fuscipes;1;797
Yoldia eightsii;1;797
Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194);2;797
Conus ferrugineus;4;797
Eisenia hortensis;1;797
Carpoglyphus lactis;1;797
Nippostrongylus brasiliensis;3;797
Conus emaciatus;4;797
Lamellibrachia sp.;4;797
Tubifex tubifex;1;797
Hyas araneus;1;797
Conus adamsonii;1;797
Arianta arbustorum;1;797
Luciola cruciata;1;797
Vargula hilgendorfii;1;797
Schizocosa malitiosa;1;797
Photinus pyralis;2;797
Dreissena polymorpha;1;797
Potamon potamios;1;797
Megabalanus rosa;2;797
Mamestra configurata nucleopolyhedrovirus;2;797
Latrodectus hasseltii;3;797
Haementeria depressa;2;797
Mythimna unipuncta;2;797
Lasioglossum laticeps;3;797
Metaphire guillelmi;1;797
Libinia emarginata;1;797
Brevicoryne brassicae;2;797
Sarcoptes scabiei;1;797
Aedes albopictus densovirus (isolate Boublik/1994);3;797
Aedes densonucleosis virus (strain GKV 002 002);2;797
Diatraea saccharalis densovirus;4;797
Vaejovis mexicanus;1;797
Androctonus mauritanicus;1;797
Hadrurus aztecus;1;797
Buthus occitanus;1;797
Sepia esculenta;1;797
Conus natalis;1;797
Araneus diadematus;5;797
Conus regularis;1;797
Conus bandanus;3;797
Conus anemone;2;797
Ixodes ricinus;3;797
Spodoptera eridania;2;797
Conus monile;4;797
Paramacrobiotus richtersi;2;797
Conus generalis;2;797
Conus magnificus;1;797
Calisoga sp.;3;797
Haemopis marmorata;1;797
Culex pipiens pipiens;5;797
Cryptophlebia leucotreta granulosis virus;6;797
Gemmula kieneri;1;797
Ancylostoma caninum;2;797
Agrius convolvuli;2;797
Conus australis;2;797
Conus monachus;1;797
Bombus lapidarius;3;797
Mactra chinensis;1;797
Conus omaria;1;797
Conus obscurus;2;797
Macrobrachium nipponense;1;797
Spodoptera litura multicapsid nucleopolyhedrovirus;2;797
Loxosceles sabina;11;797
Loxosceles apachea;10;797
Loxosceles arizonica;15;797
Loxosceles hirsuta;24;797
Loxosceles spadicea;8;797
Loxosceles reclusa;4;797
Chelonus sp. nr. curvimaculatus;1;797
Loxosceles variegata;9;797
Lutzomyia longipalpis;2;797
Meloidogyne javanica;1;797
Mayetiola destructor;2;797
Drosophila differens;1;797
Culex torrentium;1;797
Meloidogyne arenaria;1;797
Meloidogyne hapla;1;797
Meloidogyne incognita;1;797
Loxosceles sp. (strain 4 GJB-2008);2;797
Placopecten magellanicus;1;797
Drosophila arizonae;1;797
Drosophila nigra;1;797
Biomphalaria obstructa;1;797
Drosophila mayaguana;1;797
Scaptomyza crassifemur;2;797
Drosophila adiastola;2;797
Enchytraeus buchholzi;1;797
Drosophila borealis;1;797
Scaptomyza albovittata;2;797
Drosophila atripex;1;797
Drosophila kikkawai;1;797
Drosophila varians;1;797
Libellula auripennis;1;797
Rhopalosiphum padi;1;797
Lineus sanguineus;2;797
Cochliomyia hominivorax;2;797
Cryptotympana dubia;1;797
Cherax destructor;4;797
Macrobrachium lanchesteri;1;797
Penaeus schmitti;1;797
Conus mus;1;797
Sitophilus granarius;1;797
Drosophila lowei;1;797
Loxosceles amazonica;4;797
Loxosceles similis;1;797
Penaeus paulensis;1;797
Hermetia illucens;1;797
Galleria mellonella densovirus;1;797
Conus amadis;3;797
Adoxophyes honmai nucleopolyhedrovirus;2;797
Conus brunneus;1;797
Conus pergrandis;3;797
Conus limpusi;1;797
Conus tinianus;1;797
Gemmula diomedea;1;797
Conus inscriptus;1;797
Heliconius melpomene;1;797
Heliconius erato;1;797
Conus buxeus loroisii;2;797
Conus lenavati;1;797
Caenorhabditis japonica;3;797
Sepia pharaonis;1;797
Choristoneura biennis;2;797
Tachypleus gigas;3;797
Drosophila algonquin;2;797
Papilio glaucus;2;797
Zootermopsis angusticollis;1;797
Pinna nobilis;1;797
Biston betularia;1;797
Pachygrapsus marmoratus;1;797
Centruroides limbatus;6;797
Centruroides margaritatus;1;797
Buthus paris;3;797
Drosophila lineosetae;1;797
Drosophila petalopeza;1;797
Extatosoma tiaratum;1;797
Platynereis dumerilii;7;797
Clogmia albipunctata;1;797
Drosophila adunca;1;797
Drosophila dasycnemia;1;797
Drosophila cyrtoloma;1;797
Drosophila disjuncta;1;797
Schultesia lampyridiformis;1;797
Poecilobdella viridis;1;797
Aplysia juliana;1;797
Metaphire sieboldi;1;797
Drosophila iki;1;797
Ixodes sinensis;2;797
Carausius morosus;2;797
Metaphire hilgendorfi;1;797
Estigmene acrea;1;797
Meretrix lusoria;1;797
Nerita versicolor;2;797
Apis cerana;1;797
Crassostrea nippona;2;797
Macropis fulvipes;1;797
Polistes jokahamae;1;797
Wiseana iridescent virus;1;797
Popillia japonica;5;797
Anthonomus grandis;2;797
Chrysodeixis includens;1;797
Pieris rapae;1;797
Yellow fever virus (isolate Peru/1899/1981);1;797
Yellow fever virus (isolate Uganda/A7094A4/1948);1;797
Panurgus calcaratus;3;797
Sarcophaga argyrostoma;1;797
Satsuma dwarf virus (isolate Satsuma mandarin/Japan/S-58/1977);2;797
Yellow fever virus (strain 17D vaccine);1;797
Ross river virus (strain NB5092);2;797
Solenopsis invicta virus 3;2;797
Heliothis armigera entomopoxvirus;2;797
Chilo suppressalis;1;797
Haliotis discus hannai;1;797
Cambarus ludovicianus;1;797
Cambarellus shufeldtii;1;797
Conus suturatus;1;797
Placobdella ornata;6;797
Procambarus milleri;1;797
Leucania separata nucleopolyhedrovirus;1;797
Amblyomma testudinarium;1;797
Orconectes virilis;1;797
Harpegnathos saltator;1;797
Simulium damnosum;1;797
Ross river virus (strain T48);2;797
Spodoptera frugiperda nuclear polyhedrosis virus;1;797
Triatoma protracta;1;797
Hemigrapsus sanguineus;2;797
Drosophila tristis;1;797
Sphodromantis sp.;1;797
Orconectes australis;1;797
Procambarus seminolae;1;797
Cambarus hubrichti;1;797
Cambarus maculatus;1;797
Cataglyphis bombycinus;1;797
Procambarus orcinus;1;797
Alloteuthis subulata;1;797
Drosophila littoralis;1;797
Homalodisca vitripennis;1;797
Yellow fever virus (isolate Ethiopia/Couma/1961);1;797
Ectropis obliqua picorna-like virus;1;797
Drosophila C virus (strain EB);1;797
Mosquito cell fusing agent;1;797
Yellow fever virus (isolate Angola/14FA/1971);1;797
Callistoctopus minor;2;797
Conus princeps;1;797
Conus aurisiacus;1;797
Paraponera clavata;1;797
Yellow fever virus (isolate Ivory Coast/85-82H/1982);1;797
Anochetus emarginatus;7;797
Yellow fever virus (strain French neurotropic vaccine FNV);1;797
Yellow fever virus (strain Trinidad/TRINID79A/1979);1;797
Yellow fever virus (strain Ghana/Asibi/1927);1;797
Ross river virus (strain 213970);1;797
Yellow fever virus (isolate Ivory Coast/1999);1;797
Megaselia scalaris;1;797
Terebra variegata;1;797
Chrysomya rufifacies;1;797
Mya arenaria;1;797
Scarabaeus laticollis;1;797
Triatoma infestans;1;797
Drosophila lutescens;1;797
Bombus ignitus;3;797
Drosophila eugracilis;1;797
Araneus bicentenarius;1;797
Amsacta albistriga;1;797
Onchocerca gibsoni;1;797
Haliotis discus;1;797
Rhipicephalus bursa;1;797
Urechis unicinctus;2;797
Cotesia rubecula;1;797
Scolopendra subspinipes;1;797
Owenia fusiformis;1;797
Mytilus trossulus;3;797
Acarus siro;1;797
Bugula neritina;1;797
Turridrupa cerithina;1;797
Cepaea nemoralis;1;797
Priapulus caudatus;1;797
Adoxophyes orana granulovirus;1;797
Agrotis segetum granulosis virus;1;797
Choristoneura fumiferana granulovirus;1;797
Aplysia limacina;1;797
Litomosoides carinii;1;797
Pieris brassicae granulosis virus;1;797
Mytilus chilensis;2;797
Chaetopterus variopedatus;1;797
Myrmica ruginodis;1;797
Panulirus japonicus;4;797
Siphonosoma cumanense;1;797
Themiste dyscrita;1;797
Golfingia vulgaris;2;797
Acrolepiopsis assectella;1;797
Asellus aquaticus;1;797
Diadromus pulchellus;1;797
Trichogramma cacaeciae;1;797
Rapana venosa;2;797
Cerithidea rhizophorarum;1;797
Patella granatina;1;797
Buccinum undatum;1;797
Pseudoterranova decipiens;1;797
Branchiostoma floridae;56;684
Strongylocentrotus purpuratus;110;684
Branchiostoma belcheri;20;684
Saccoglossus kowalevskii;4;684
Arbacia lixula;5;684
Pisaster ochraceus;15;684
Asterias forbesi;1;684
Paracentrotus lividus;26;684
Acanthaster planci;3;684
Branchiostoma californiense;2;684
Heliocidaris crassispina;9;684
Marthasterias glacialis;3;684
Asterias rubens;6;684
Holothuria tubulosa;3;684
Tripneustes gratilla;10;684
Branchiostoma lanceolatum;25;684
Patiria pectinifera;26;684
Heliocidaris erythrogramma;3;684
Heliocidaris tuberculata;3;684
Stichopus japonicus;4;684
Lytechinus pictus;19;684
Mesocentrotus franciscanus;5;684
Lytechinus variegatus;10;684
Paraspadella gotoi;1;684
Hemicentrotus pulcherrimus;9;684
Arbacia punctulata;6;684
Asterias amurensis;1;684
Echinometra lucunter;2;684
Parastichopus parvimensis;1;684
Parastichopus californicus;1;684
Evasterias troschelii;5;684
Psammechinus miliaris;14;684
Parechinus angulosus;8;684
Solaster stimpsoni;2;684
Clypeaster japonicus;4;684
Molpadia arenicola;2;684
Sterechinus neumayeri;1;684
Sphaerechinus granularis;3;684
Strongylocentrotus intermedius;1;684
Xenoturbella bocki;1;684
Patiria miniata;1;684
Pycnopodia helianthoides;2;684
Strongylocentrotus droebachiensis;1;684
Pisaster brevispinus;2;684
Dermasterias imbricata;1;684
Ciona intestinalis;25;676
Halocynthia papillosa;2;676
Styela plicata;30;676
Styela clava;15;676
Halocynthia roretzi;25;676
Pyura stolonifera;1;676
Molgula oculata;2;676
Ciona savignyi;2;676
Polyandrocarpa misakiensis;3;676
Ascidia sydneiensis samea;2;676
Halocynthia aurantium;3;676
Petromyzon marinus;45;615
Myxine glutinosa;25;615
Lampetra fluviatilis;11;615
Lethenteron camtschaticum;5;615
Eptatretus burgeri;3;615
Lampetra tridentata;1;615
Eptatretus stoutii;14;615
Mordacia mordax;3;615
Lampetra planeri;1;615
Ichthyomyzon unicuspis;1;615
Raja rhina;1;473
Hydrolagus colliei;7;473
Raja clavata;4;473
Squalus acanthias;45;473
Leucoraja erinacea;6;473
Scyliorhinus canicula;38;473
Prionace glauca;4;473
Galeorhinus galeus;2;473
Mustelus antarcticus;1;473
Heterodontus francisci;31;473
Carcharhinus obscurus;1;473
Chimaera monstrosa;2;473
Ginglymostoma cirratum;7;473
Carcharias taurus;1;473
Dasyatis sabina;1;473
Raja eglanteria;1;473
Torpedo marmorata;22;473
Triakis scyllium;4;473
Leucoraja ocellata;1;473
Carcharhinus porosus;1;473
Dasyatis laosensis;1;473
Pastinachus sephen;1;473
Carcharhinus plumbeus;1;473
Sphyrna tiburo tiburo;1;473
Sphyrna tiburo vespertina;1;473
Chiloscyllium indicum;4;473
Dasyatis americana;1;473
Rhizoprionodon acutus;1;473
Sphyrna lewini;1;473
Isurus paucus;1;473
Himantura chaophraya;1;473
Himantura gerrardi;1;473
Carcharodon carcharias;1;473
Callorhinchus milii;3;473
Torpedo torpedo;1;473
Mustelus canis;2;473
Alopias vulpinus;9;473
Scyliorhinus torazame;3;473
Bathyraja eatonii;2;473
Somniosus microcephalus;4;473
Potamotrygon orbignyi;2;473
Negaprion brevirostris;1;473
Galeocerdo cuvier;1;473
Scyliorhinus stellaris;1;473
Dasyatis akajei;2;473
Mustelus griseus;2;473
Heterodontus portusjacksoni;3;473
Galeus melastomus;1;473
Triakis semifasciata;1;473
Lamna nasus;1;473
Carcharhinus perezii;1;473
Squalus suckleyi;1;473
Isurus oxyrinchus;1;473
Danio rerio;3083;435
Oncorhynchus mykiss;208;435
Oryzias latipes;89;435
Limanda limanda;2;435
Cyprinus carpio;91;435
Carassius auratus;104;435
Salmo salar;159;435
Merluccius australis australis;5;435
Merluccius australis polylepis;4;435
Esox lucius;13;435
Merluccius productus;4;435
Merluccius paradoxus;4;435
Variola virus (isolate Human/India/Ind3/1967);160;435
Acipenser stellatus;2;435
Clupea harengus;5;435
Clupea pallasii;7;435
Merluccius merluccius;5;435
Merluccius polli;4;435
Hippocampus comes;4;435
Kryptolebias marmoratus;2;435
Takifugu rubripes;174;435
Anguilla japonica;28;435
Hypophthalmichthys nobilis;3;435
Paramisgurnus dabryanus;1;435
Silurus asotus;3;435
Tachysurus fulvidraco;4;435
Oreochromis mossambicus;18;435
Ictalurus punctatus;84;435
Epinephelus coioides;10;435
Fiji disease virus (isolate Sugarcane);12;435
Salmo trutta;10;435
Amia calva;11;435
Ctenopharyngodon idella;9;435
Tetraodon nigroviridis;62;435
Siganus canaliculatus;1;435
Halobatrachus didactylus;1;435
Pardachirus marmoratus;4;435
Pardachirus pavoninus;3;435
Meiacanthus atrodorsalis;3;435
Oncorhynchus nerka;11;435
Gadus morhua;46;435
Merluccius capensis;4;435
Polypterus ornatipinnis;13;435
Snakehead rhabdovirus;6;435
Siniperca chuatsi;4;435
Merluccius senegalensis;4;435
Merluccius hubbsi;4;435
Catostomus commersonii;12;435
Macruronus novaezelandiae;4;435
Merluccius bilinearis;5;435
Haplochromis burtoni;5;435
Oncorhynchus keta;32;435
Oncorhynchus masou;12;435
Sarda chiliensis;2;435
Scomber japonicus;2;435
Thunnus alalunga;2;435
Thunnus albacares;7;435
Thunnus orientalis;6;435
Argyrosomus regius;2;435
Solea senegalensis;7;435
Auxis rochei;1;435
Gobionotothen gibberifrons;6;435
Thunnus obesus;23;435
Thunnus thynnus;10;435
Channichthys rhinoceratus;1;435
Katsuwonus pelamis;7;435
Pseudochaenichthys georgianus;1;435
Liza ramada;2;435
Oncorhynchus tshawytscha;16;435
Megalobrama amblycephala;2;435
Saurida undosquamis;1;435
Saurida wanieso;1;435
Paralichthys olivaceus;28;435
Scophthalmus maximus;2;435
Kali turgidum;3;435
Oreochromis niloticus;21;435
Seriola quinqueradiata;9;435
Misgurnus anguillicaudatus;1;435
Poecilia reticulata;3;435
Dicentrarchus labrax;21;435
Morone chrysops x Morone saxatilis;2;435
Pseudopleuronectes americanus;16;435
Pagrus major;19;435
Hypophthalmichthys molitrix;5;435
Mylopharyngodon piceus;1;435
Silurus meridionalis;1;435
Siniperca knerii;1;435
Gillichthys mirabilis;7;435
Heteropneustes fossilis;2;435
Platichthys flesus;8;435
Gasterosteus aculeatus;4;435
Osmerus mordax;9;435
Atractosteus spatula;6;435
Myoxocephalus scorpius;7;435
Oncorhynchus kisutch;12;435
Macruronus magellanicus;4;435
Xiphophorus maculatus;8;435
Sparus aurata;22;435
Xiphias gladius;3;435
Clarias macrocephalus;1;435
Uranoscopus japonicus;1;435
